iter	Passed	Remaining
1672	10045	19976
1673	10056	19980
1674	10062	19974
1675	10066	19964
1676	10069	19953
1677	10072	19941
1678	10075	19929
1679	10086	19933
1680	10101	19944
1681	10115	19953
1682	10118	19942
1683	10123	19934
1684	10129	19928
1685	10133	19918
1686	10137	19908
1687	10140	19896
1688	10143	19883
1689	10145	19870
1690	10148	19858
1691	10153	19850
1692	10159	19844
1693	10164	19836
1694	10171	19833
1695	10175	19823
1696	10180	19814
1697	10189	19814
1698	10193	19804
1699	10197	19794
1700	10200	19784
1701	10203	19772
1702	10211	19769
1703	10228	19784
1704	10235	19780
1705	10238	19768
1706	10241	19756
1707	10245	19747
1708	10255	19749
1709	10264	19748
1710	10267	19736
1711	10270	19724
1712	10274	19714
1713	10279	19706
1714	10281	19693
1715	10288	19689
1716	10291	19677
1717	10294	19666
1718	10296	19652
1719	10298	19639
1720	10303	19630
1721	10307	19620
1722	10314	19616
1723	10321	19613
1724	10324	19600
1725	10326	19588
1726	10330	19577
1727	10332	19564
1728	10336	19554
1729	10341	19546
1730	10346	19539
1731	10350	19529
1732	10356	19523
1733	10360	19514
1734	10363	19503
1735	10377	19510
1736	10380	19500
1737	10386	19494
1738	10393	19490
1739	10403	19491
1740	10415	19496
1741	10420	19489
1742	10424	19478
1743	10427	19468
1744	10434	19462
1745	10445	19466
1746	10450	19458
1747	10456	19453
1748	10464	19451
1749	10465	19435
1750	10466	19419
1751	10470	19410
1752	10475	19402
1753	10480	19394
1754	10482	19382
1755	10484	19369
1756	10485	19353
1757	10488	19342
1758	10496	19340
1759	10497	19325
1760	10501	19314
1761	10503	19302
1762	10506	19290
1763	10508	19277
1764	10511	19265
1765	10515	19255
1766	10520	19249
1767	10525	19241
1768	10536	19245
1769	10542	19239
1770	10546	19228
1771	10549	19218
1772	10551	19205
1773	10556	19196
1774	10561	19189
1775	10566	19181
1776	10571	19173
1777	10575	19164
1778	10585	19164
1779	10588	19154
1780	10592	19144
1781	10596	19135
1782	10598	19123
1783	10601	19111
1784	10605	19102
1785	10606	19086
1786	10613	19083
1787	10616	19072
1788	10621	19064
1789	10628	19060
1790	10632	19049
1791	10635	19039
1792	10638	19028
1793	10640	19016
1794	10644	19005
1795	10648	18996
1796	10652	18987
1797	10655	18975
1798	10661	18970
1799	10663	18958
1800	10668	18949
1801	10674	18943
1802	10677	18932
1803	10682	18925
1804	10684	18912
1805	10687	18900
1806	10689	18889
1807	10692	18877
1808	10697	18870
1809	10705	18867
1810	10713	18865
1811	10718	18857
1812	10723	18850
1813	10727	18841
1814	10732	18833
1815	10741	18833
1816	10745	18823
1817	10751	18818
1818	10762	18821
1819	10779	18835
1820	10786	18831
1821	10800	18839
1822	10808	18836
1823	10812	18826
1824	10814	18814
1825	10817	18803
1826	10821	18793
1827	10824	18783
1828	10835	18785
1829	10840	18777
1830	10844	18768
1831	10846	18756
1832	10849	18745
1833	10859	18746
1834	10867	18744
1835	10870	18733
1836	10872	18721
1837	10875	18709
1838	10878	18698
1839	10881	18687
1840	10882	18673
1841	10898	18685
1842	10903	18677
1843	10905	18664
1844	10907	18652
1845	10910	18641
1846	10926	18651
1847	10929	18641
1848	10935	18635
1849	10938	18625
1850	10946	18621
1851	10957	18625
1852	10966	18624
1853	10972	18618
1854	10990	18633
1855	10997	18629
1856	11002	18621
1857	11013	18624
1858	11023	18625
1859	11034	18627
1860	11040	18622
1861	11048	18620
1862	11053	18612
1863	11058	18604
1864	11061	18594
1865	11064	18583
1866	11067	18571
1867	11073	18566
1868	11080	18562
1869	11086	18556
1870	11091	18549
1871	11094	18538
1872	11096	18526
1873	11102	18519
1874	11105	18509
1875	11109	18499
1876	11112	18489
1877	11120	18486
1878	11126	18481
1879	11129	18470
1880	11134	18462
1881	11137	18452
1882	11141	18442
1883	11144	18432
1884	11147	18421
1885	11148	18406
1886	11150	18395
1887	11154	18385
1888	11158	18376
1889	11162	18367
1890	11168	18361
1891	11177	18360
1892	11181	18351
1893	11183	18340
1894	11187	18331
1895	11190	18321
1896	11194	18311
1897	11197	18300
1898	11203	18294
1899	11209	18289
1900	11212	18279
1901	11216	18269
1902	11218	18257
1903	11221	18247
1904	11228	18243
1905	11230	18229
1906	11236	18223
1907	11239	18213
1908	11241	18202
1909	11244	18191
1910	11247	18180
1911	11250	18169
1912	11255	18162
1913	11259	18154
1914	11264	18146
1915	11267	18135
1916	11273	18131
1917	11279	18124
1918	11283	18116
1919	11286	18105
1920	11289	18094
1921	11291	18083
1922	11294	18072
1923	11297	18061
1924	11303	18056
1925	11310	18052
1926	11324	18058
1927	11328	18049
1928	11332	18041
1929	11337	18034
1930	11354	18045
1931	11360	18040
1932	11368	18038
1933	11371	18027
1934	11374	18016
1935	11381	18012
1936	11386	18005
1937	11396	18006
1938	11403	18001
1939	11407	17992
1940	11410	17982
1941	11414	17973
1942	11420	17968
1943	11424	17958
1944	11427	17949
1945	11431	17940
1946	11434	17929
1947	11437	17919
1948	11440	17908
1949	11451	17910
1950	11454	17901
1951	11463	17899
1952	11465	17888
1953	11468	17877
1954	11470	17866
1955	11477	17862
1956	11483	17856
1957	11493	17856
1958	11496	17846
1959	11502	17840
1960	11504	17829
1961	11510	17823
1962	11514	17814
1963	11518	17805
1964	11522	17797
1965	11523	17782
1966	11528	17776
1967	11533	17769
1968	11533	17754
1969	11538	17746
1970	11542	17738
1971	11547	17731
1972	11555	17728
1973	11570	17736
1974	11585	17745
1975	11590	17738
1976	11606	17746
1977	11611	17740
1978	11617	17734
1979	11621	17726
1980	11633	17728
1981	11646	17733
1982	11663	17745
1983	11667	17736
1984	11684	17747
1985	11687	17737
1986	11701	17742
1987	11701	17729
1988	11702	17715
1989	11718	17724
1990	11726	17722
1991	11729	17712
1992	11735	17706
1993	11742	17701
1994	11748	17695
1995	11756	17692
1996	11759	17683
1997	11763	17675
1998	11768	17667
1999	11778	17667
2000	11779	17655
2001	11780	17641
2002	11784	17632
2003	11790	17626
2004	11793	17616
2005	11795	17605
2006	11812	17616
2007	11816	17606
2008	11820	17598
2009	11822	17587
2010	11825	17577
2011	11826	17563
2012	11827	17549
2013	11829	17538
2014	11835	17533
2015	11839	17523
2016	11842	17513
2017	11845	17504
2018	11852	17500
2019	11856	17491
2020	11859	17481
2021	11863	17472
2022	11870	17469
2023	11879	17467
2024	11886	17462
2025	11889	17452
2026	11907	17464
2027	11913	17458
2028	11919	17453
2029	11931	17455
2030	11938	17451
2031	11943	17445
2032	11949	17438
2033	11956	17435
2034	11963	17431
2035	11966	17420
2036	11971	17414
2037	11975	17404
2038	11978	17395
2039	11980	17383
2040	11985	17376
2041	11994	17375
2042	11997	17365
2043	12002	17357
2044	12005	17348
2045	12008	17337
2046	12011	17328
2047	12015	17318
2048	12019	17309
2049	12021	17299
2050	12026	17291
2051	12033	17287
2052	12035	17277
2053	12040	17269
2054	12043	17258
2055	12043	17245
2056	12046	17235
2057	12052	17228
2058	12057	17221
2059	12061	17213
2060	12065	17205
2061	12069	17196
2062	12072	17186
2063	12075	17177
2064	12080	17170
2065	12109	17197
2066	12116	17193
2067	12122	17186
2068	12135	17191
2069	12141	17186
2070	12147	17180
2071	12153	17174
2072	12159	17169
2073	12163	17160
2074	12167	17151
2075	12171	17142
2076	12176	17135
2077	12185	17134
2078	12189	17126
2079	12202	17129
2080	12204	17119
2081	12205	17106
2082	12207	17095
2083	12208	17082
2084	12213	17075
2085	12221	17072
2086	12222	17060
2087	12227	17052
2088	12230	17043
2089	12233	17033
2090	12238	17025
2091	12240	17015
2092	12245	17007
2093	12252	17004
2094	12255	16993
2095	12257	16983
2096	12293	17018
2097	12297	17009
2098	12300	17000
2099	12304	16992
2100	12310	16986
2101	12321	16987
2102	12325	16979
2103	12329	16970
2104	12332	16961
2105	12335	16950
2106	12347	16953
2107	12351	16945
2108	12354	16935
2109	12356	16924
2110	12361	16917
2111	12364	16907
2112	12372	16904
2113	12383	16905
2114	12386	16896
2115	12390	16887
2116	12393	16877
2117	12400	16873
2118	12417	16883
2119	12422	16875
2120	12427	16869
2121	12438	16869
2122	12441	16859
2123	12444	16850
2124	12447	16840
2125	12450	16830
2126	12466	16839
2127	12478	16840
2128	12480	16830
2129	12484	16822
2130	12487	16812
2131	12496	16810
2132	12508	16812
2133	12513	16805
2134	12520	16801
2135	12527	16796
2136	12534	16792
2137	12536	16782
2138	12540	16772
2139	12542	16762
2140	12545	16752
2141	12549	16744
2142	12558	16742
2143	12567	16740
2144	12570	16731
2145	12571	16718
2146	12574	16709
2147	12577	16699
2148	12584	16695
2149	12600	16703
2150	12605	16695
2151	12607	16685
2152	12612	16677
2153	12621	16676
2154	12626	16669
2155	12629	16659
2156	12631	16649
2157	12634	16638
2158	12637	16629
2159	12644	16625
2160	12665	16639
2161	12670	16631
2162	12672	16620
2163	12677	16614
2164	12683	16609
2165	12694	16609
2166	12701	16605
2167	12706	16598
2168	12707	16586
2169	12713	16580
2170	12716	16571
2171	12726	16570
2172	12727	16558
2173	12730	16548
2174	12734	16540
2175	12738	16532
2176	12754	16539
2177	12757	16529
2178	12759	16519
2179	12762	16509
2180	12766	16500
2181	12770	16493
2182	12781	16494
2183	12785	16485
2184	12789	16477
2185	12792	16467
2186	12796	16458
2187	12800	16450
2188	12805	16444
2189	12808	16435
2190	12813	16427
2191	12818	16421
2192	12821	16411
2193	12824	16401
2194	12851	16422
2195	12854	16413
2196	12858	16405
2197	12861	16395
2198	12870	16394
2199	12880	16393
2200	12888	16390
2201	12894	16383
2202	12896	16373
2203	12908	16376
2204	12916	16372
2205	12918	16362
2206	12924	16355
2207	12938	16360
2208	12942	16352
2209	12948	16346
2210	12951	16337
2211	12953	16327
2212	12957	16317
2213	12960	16308
2214	12964	16300
2215	12973	16298
2216	12977	16290
2217	12980	16280
2218	12983	16271
2219	12988	16265
2220	12996	16261
2221	13001	16254
2222	13004	16244
2223	13006	16235
2224	13009	16225
2225	13012	16216
2226	13016	16207
2227	13019	16197
2228	13026	16194
2229	13030	16185
2230	13038	16182
2231	13050	16184
2232	13060	16183
2233	13063	16174
2234	13067	16165
2235	13074	16161
2236	13083	16160
2237	13088	16153
2238	13097	16150
2239	13099	16140
2240	13103	16132
2241	13105	16122
2242	13112	16117
2243	13121	16114
2244	13126	16108
2245	13133	16103
2246	13135	16093
2247	13137	16083
2248	13140	16074
2249	13148	16069
2250	13152	16061
2251	13157	16055
2252	13162	16049
2253	13165	16039
2254	13168	16030
2255	13172	16022
2256	13185	16024
2257	13188	16015
2258	13192	16007
2259	13194	15997
2260	13197	15987
2261	13202	15981
2262	13208	15974
2263	13212	15967
2264	13223	15966
2265	13230	15963
2266	13235	15956
2267	13251	15962
2268	13253	15952
2269	13259	15946
2270	13266	15941
2271	13273	15937
2272	13280	15932
2273	13288	15930
2274	13293	15922
2275	13297	15914
2276	13302	15908
2277	13311	15905
2278	13314	15897
2279	13319	15889
2280	13322	15880
2281	13327	15874
2282	13341	15877
2283	13348	15873
2284	13353	15866
2285	13356	15857
2286	13363	15853
2287	13367	15845
2288	13373	15838
2289	13375	15828
2290	13378	15819
2291	13381	15809
2292	13385	15802
2293	13388	15793
2294	13404	15798
2295	13407	15790
2296	13410	15781
2297	13413	15771
2298	13416	15762
2299	13420	15754
2300	13423	15745
2301	13427	15736
2302	13435	15734
2303	13446	15734
2304	13452	15728
2305	13465	15731
2306	13473	15727
2307	13476	15718
2308	13482	15713
2309	13488	15706
2310	13494	15702
2311	13500	15696
2312	13503	15686
2313	13507	15678
2314	13511	15670
2315	13514	15661
2316	13532	15669
2317	13536	15662
2318	13540	15654
2319	13546	15648
2320	13550	15640
2321	13559	15638
2322	13562	15629
2323	13564	15618
2324	13566	15608
2325	13569	15599
2326	13573	15591
2327	13577	15583
2328	13586	15581
2329	13594	15577
2330	13597	15568
2331	13599	15559
2332	13602	15550
2333	13605	15541
2334	13608	15531
2335	13631	15544
2336	13635	15537
2337	13641	15531
2338	13653	15532
2339	13658	15526
2340	13663	15519
2341	13668	15512
2342	13676	15509
2343	13686	15508
2344	13690	15500
2345	13692	15490
2346	13695	15481
2347	13699	15472
2348	13704	15466
2349	13709	15459
2350	13714	15453
2351	13718	15444
2352	13720	15434
2353	13722	15424
2354	13726	15416
2355	13730	15409
2356	13734	15400
2357	13744	15399
2358	13746	15390
2359	13749	15380
2360	13752	15372
2361	13755	15363
2362	13768	15365
2363	13776	15361
2364	13787	15361
2365	13787	15349
2366	13791	15341
2367	13797	15335
2368	13804	15330
2369	13815	15330
2370	13822	15326
2371	13833	15326
2372	13837	15318
2373	13840	15309
2374	13843	15300
2375	13847	15292
2376	13851	15285
2377	13855	15277
2378	13863	15273
2379	13867	15265
2380	13873	15260
2381	13877	15251
2382	13880	15243
2383	13883	15234
2384	13887	15227
2385	13891	15218
2386	13900	15216
2387	13903	15207
2388	13907	15199
2389	13910	15190
2390	13913	15182
2391	13921	15178
2392	13924	15170
2393	13929	15162
2394	13931	15153
2395	13934	15144
2396	13937	15135
2397	13938	15124
2398	13941	15115
2399	13946	15108
2400	13953	15103
2401	13954	15093
2402	13958	15085
2403	13963	15078
2404	13969	15073
2405	13972	15063
2406	13974	15054
2407	13985	15053
2408	13991	15049
2409	13999	15044
2410	14003	15036
2411	14005	15027
2412	14011	15021
2413	14032	15032
2414	14036	15024
2415	14040	15016
2416	14046	15011
2417	14055	15009
2418	14059	15001
2419	14063	14992
2420	14067	14985
2421	14077	14983
2422	14083	14978
2423	14087	14971
2424	14091	14963
2425	14095	14955
2426	14098	14946
2427	14101	14937
2428	14110	14935
2429	14113	14926
2430	14118	14919
2431	14120	14910
2432	14123	14901
2433	14126	14892
2434	14128	14882
2435	14133	14876
2436	14139	14871
2437	14143	14863
2438	14149	14856
2439	14153	14850
2440	14156	14840
2441	14158	14830
2442	14161	14822
2443	14170	14820
2444	14175	14813
2445	14180	14806
2446	14183	14797
2447	14184	14786
2448	14187	14778
2449	14189	14768
2450	14192	14759
2451	14196	14752
2452	14204	14749
2453	14211	14744
2454	14214	14735
2455	14217	14727
2456	14221	14719
2457	14225	14711
2458	14242	14717
2459	14245	14709
2460	14252	14704
2461	14268	14709
2462	14273	14702
2463	14278	14695
2464	14285	14691
2465	14294	14688
2466	14300	14683
2467	14304	14675
2468	14307	14666
2469	14310	14658
2470	14319	14656
2471	14331	14655
2472	14338	14651
2473	14342	14644
2474	14352	14642
2475	14356	14635
2476	14361	14627
2477	14370	14625
2478	14373	14616
2479	14379	14611
2480	14387	14607
2481	14391	14600
2482	14395	14592
2483	14398	14584
2484	14403	14576
2485	14405	14567
2486	14423	14573
2487	14424	14563
2488	14429	14556
2489	14447	14563
2490	14452	14556
2491	14458	14551
2492	14459	14540
2493	14463	14533
2494	14466	14524
2495	14483	14530
2496	14485	14520
2497	14488	14511
2498	14491	14502
2499	14493	14493
2500	14496	14484
2501	14509	14486
2502	14511	14476
2503	14514	14468
2504	14515	14457
2505	14519	14450
2506	14522	14441
2507	14524	14432
2508	14528	14423
2509	14532	14416
2510	14540	14412
2511	14542	14403
2512	14546	14396
2513	14549	14387
2514	14553	14379
2515	14556	14371
2516	14561	14364
2517	14566	14358
2518	14569	14349
2519	14577	14346
2520	14580	14337
2521	14586	14331
2522	14590	14324
2523	14596	14318
2524	14599	14310
2525	14608	14307
2526	14619	14307
2527	14624	14300
2528	14628	14293
2529	14636	14289
2530	14637	14278
2531	14646	14276
2532	14650	14268
2533	14656	14263
2534	14665	14260
2535	14673	14256
2536	14675	14247
2537	14678	14238
2538	14695	14244
2539	14698	14235
2540	14703	14228
2541	14709	14222
2542	14711	14213
2543	14714	14205
2544	14718	14197
2545	14727	14195
2546	14734	14190
2547	14738	14183
2548	14742	14175
2549	14753	14175
2550	14759	14169
2551	14765	14163
2552	14768	14155
2553	14772	14147
2554	14775	14139
2555	14781	14134
2556	14785	14125
2557	14791	14120
2558	14801	14119
2559	14804	14110
2560	14812	14106
2561	14821	14104
2562	14831	14102
2563	14835	14095
2564	14840	14088
2565	14846	14082
2566	14851	14076
2567	14858	14071
2568	14861	14062
2569	14864	14054
2570	14866	14045
2571	14869	14036
2572	14874	14030
2573	14881	14025
2574	14885	14018
2575	14894	14015
2576	14898	14008
2577	14905	14003
2578	14911	13998
2579	14915	13990
2580	14923	13986
2581	14926	13978
2582	14929	13970
2583	14932	13961
2584	14936	13954
2585	14942	13948
2586	14946	13940
2587	14949	13932
2588	14952	13924
2589	14955	13915
2590	14956	13905
2591	14959	13897
2592	14963	13890
2593	14966	13882
2594	14970	13873
2595	14972	13865
2596	14976	13858
2597	14981	13851
2598	14988	13846
2599	14992	13838
2600	14996	13831
2601	15000	13824
2602	15003	13816
2603	15006	13808
2604	15011	13800
2605	15017	13795
2606	15025	13792
2607	15027	13782
2608	15030	13774
2609	15033	13766
2610	15036	13758
2611	15046	13755
2612	15050	13748
2613	15054	13741
2614	15059	13734
2615	15063	13727
2616	15065	13718
2617	15067	13709
2618	15081	13710
2619	15084	13703
2620	15085	13692
2621	15087	13683
2622	15090	13675
2623	15093	13666
2624	15095	13658
2625	15098	13649
2626	15110	13649
2627	15115	13642
2628	15118	13635
2629	15123	13628
2630	15126	13620
2631	15129	13611
2632	15131	13602
2633	15143	13602
2634	15161	13607
2635	15172	13606
2636	15175	13598
2637	15179	13591
2638	15190	13589
2639	15194	13582
2640	15207	13583
2641	15212	13577
2642	15212	13566
2643	15215	13558
2644	15218	13549
2645	15221	13541
2646	15223	13533
2647	15229	13527
2648	15232	13519
2649	15237	13512
2650	15245	13508
2651	15249	13501
2652	15253	13494
2653	15255	13485
2654	15259	13477
2655	15264	13471
2656	15268	13464
2657	15272	13456
2658	15276	13449
2659	15280	13442
2660	15285	13435
2661	15287	13427
2662	15298	13425
2663	15303	13419
2664	15307	13412
2665	15311	13404
2666	15313	13395
2667	15316	13387
2668	15321	13380
2669	15330	13378
2670	15336	13373
2671	15341	13366
2672	15345	13358
2673	15347	13350
2674	15366	13356
2675	15371	13349
2676	15377	13343
2677	15387	13341
2678	15407	13348
2679	15410	13340
2680	15415	13333
2681	15420	13327
2682	15420	13317
2683	15433	13317
2684	15437	13309
2685	15440	13302
2686	15442	13293
2687	15454	13292
2688	15464	13290
2689	15468	13282
2690	15470	13274
2691	15474	13267
2692	15483	13264
2693	15490	13259
2694	15495	13253
2695	15498	13245
2696	15502	13237
2697	15504	13229
2698	15509	13222
2699	15510	13212
2700	15518	13209
2701	15521	13201
2702	15526	13194
2703	15528	13185
2704	15530	13176
2705	15535	13169
2706	15537	13161
2707	15546	13158
2708	15553	13153
2709	15560	13148
2710	15568	13145
2711	15579	13143
2712	15587	13140
2713	15588	13130
2714	15591	13121
2715	15595	13114
2716	15597	13106
2717	15602	13099
2718	15609	13095
2719	15613	13087
2720	15617	13080
2721	15627	13078
2722	15629	13069
2723	15633	13062
2724	15641	13058
2725	15646	13051
2726	15652	13046
2727	15656	13039
2728	15659	13031
2729	15663	13024
2730	15671	13020
2731	15678	13016
2732	15684	13010
2733	15688	13002
2734	15690	12994
2735	15694	12986
2736	15699	12980
2737	15702	12972
2738	15707	12966
2739	15712	12960
2740	15719	12955
2741	15740	12961
2742	15744	12954
2743	15750	12949
2744	15753	12941
2745	15760	12936
2746	15772	12936
2747	15775	12927
2748	15778	12920
2749	15780	12911
2750	15783	12903
2751	15788	12897
2752	15793	12890
2753	15802	12887
2754	15805	12879
2755	15809	12872
2756	15812	12864
2757	15815	12856
2758	15825	12854
2759	15829	12846
2760	15834	12840
2761	15836	12832
2762	15838	12823
2763	15841	12815
2764	15844	12807
2765	15845	12797
2766	15847	12789
2767	15858	12787
2768	15866	12783
2769	15871	12777
2770	15874	12769
2771	15877	12761
2772	15881	12754
2773	15884	12746
2774	15887	12738
2775	15890	12730
2776	15897	12725
2777	15901	12718
2778	15905	12711
2779	15916	12710
2780	15928	12709
2781	15933	12703
2782	15936	12695
2783	15939	12687
2784	15947	12683
2785	15965	12687
2786	15966	12678
2787	15969	12670
2788	15972	12662
2789	15982	12659
2790	15991	12656
2791	15993	12648
2792	15998	12642
2793	16001	12633
2794	16003	12625
2795	16019	12627
2796	16029	12625
2797	16031	12616
2798	16034	12608
2799	16042	12604
2800	16049	12600
2801	16052	12592
2802	16056	12585
2803	16059	12577
2804	16061	12568
2805	16064	12560
2806	16069	12554
2807	16073	12547
2808	16076	12539
2809	16079	12531
2810	16085	12525
2811	16090	12520
2812	16093	12512
2813	16101	12508
2814	16102	12498
2815	16107	12492
2816	16111	12485
2817	16117	12479
2818	16120	12472
2819	16124	12465
2820	16131	12460
2821	16135	12453
2822	16138	12445
2823	16156	12448
2824	16167	12447
2825	16175	12443
2826	16179	12436
2827	16183	12429
2828	16188	12423
2829	16195	12418
2830	16200	12412
2831	16206	12406
2832	16208	12397
2833	16211	12390
2834	16213	12382
2835	16216	12373
2836	16227	12372
2837	16232	12366
2838	16237	12359
2839	16237	12349
2840	16240	12341
2841	16243	12333
2842	16250	12329
2843	16255	12322
2844	16258	12315
2845	16262	12308
2846	16266	12301
2847	16271	12294
2848	16274	12287
2849	16283	12284
2850	16287	12277
2851	16290	12269
2852	16296	12263
2853	16300	12256
2854	16304	12249
2855	16319	12250
2856	16322	12243
2857	16326	12236
2858	16332	12231
2859	16351	12235
2860	16355	12227
2861	16360	12221
2862	16364	12214
2863	16371	12210
2864	16382	12208
2865	16385	12200
2866	16388	12192
2867	16391	12185
2868	16394	12177
2869	16396	12169
2870	16403	12164
2871	16407	12157
2872	16411	12150
2873	16417	12144
2874	16423	12139
2875	16426	12131
2876	16430	12124
2877	16435	12117
2878	16442	12113
2879	16445	12105
2880	16447	12097
2881	16448	12088
2882	16452	12080
2883	16456	12073
2884	16467	12072
2885	16475	12068
2886	16476	12059
2887	16477	12050
2888	16480	12042
2889	16483	12034
2890	16493	12032
2891	16516	12039
2892	16521	12032
2893	16540	12037
2894	16545	12030
2895	16553	12026
2896	16558	12020
2897	16570	12019
2898	16580	12016
2899	16584	12009
2900	16594	12007
2901	16601	12001
2902	16609	11997
2903	16621	11996
2904	16631	11994
2905	16634	11986
2906	16638	11979
2907	16642	11972
2908	16645	11965
2909	16652	11960
2910	16661	11956
2911	16665	11949
2912	16667	11941
2913	16670	11933
2914	16674	11926
2915	16676	11918
2916	16679	11910
2917	16683	11903
2918	16689	11897
2919	16701	11896
2920	16713	11895
2921	16719	11890
2922	16723	11882
2923	16731	11878
2924	16735	11872
2925	16742	11867
2926	16754	11866
2927	16759	11859
2928	16762	11852
2929	16765	11844
2930	16768	11836
2931	16770	11828
2932	16774	11821
2933	16779	11815
2934	16783	11808
2935	16794	11806
2936	16794	11797
2937	16799	11790
2938	16802	11783
2939	16806	11776
2940	16810	11769
2941	16814	11762
2942	16820	11756
2943	16823	11748
2944	16825	11740
2945	16829	11733
2946	16832	11726
2947	16840	11721
2948	16846	11716
2949	16850	11709
2950	16853	11701
2951	16857	11694
2952	16859	11687
2953	16862	11679
2954	16866	11672
2955	16870	11665
2956	16878	11661
2957	16885	11656
2958	16893	11652
2959	16896	11644
2960	16900	11638
2961	16903	11630
2962	16907	11623
2963	16911	11616
2964	16916	11610
2965	16922	11604
2966	16926	11598
2967	16937	11595
2968	16942	11589
2969	16946	11583
2970	16947	11574
2971	16952	11567
2972	16955	11560
2973	16960	11553
2974	16963	11546
2975	16971	11542
2976	16974	11534
2977	16977	11527
2978	16981	11520
2979	16990	11517
2980	16995	11511
2981	16998	11503
2982	17000	11495
2983	17004	11488
2984	17009	11482
2985	17012	11474
2986	17017	11468
2987	17020	11461
2988	17024	11454
2989	17029	11447
2990	17034	11441
2991	17037	11433
2992	17044	11429
2993	17055	11427
2994	17068	11426
2995	17081	11425
2996	17086	11419
2997	17089	11412
2998	17093	11405
2999	17097	11398
3000	17100	11391
3001	17103	11383
3002	17110	11378
3003	17121	11376
3004	17125	11369
3005	17128	11362
3006	17139	11359
3007	17140	11351
3008	17146	11345
3009	17154	11341
3010	17163	11337
3011	17169	11332
3012	17172	11324
3013	17175	11317
3014	17179	11310
3015	17181	11302
3016	17186	11296
3017	17191	11289
3018	17195	11283
3019	17202	11278
3020	17206	11271
3021	17210	11264
3022	17217	11260
3023	17220	11252
3024	17223	11245
3025	17226	11237
3026	17231	11231
3027	17243	11229
3028	17250	11224
3029	17252	11216
3030	17256	11210
3031	17260	11203
3032	17267	11198
3033	17280	11197
3034	17285	11191
3035	17288	11184
3036	17299	11181
3037	17306	11177
3038	17309	11169
3039	17317	11165
3040	17320	11157
3041	17326	11152
3042	17330	11145
3043	17338	11141
3044	17343	11134
3045	17354	11133
3046	17357	11125
3047	17358	11116
3048	17360	11108
3049	17363	11101
3050	17365	11093
3051	17369	11086
3052	17373	11079
3053	17379	11074
3054	17383	11067
3055	17389	11061
3056	17392	11054
3057	17396	11047
3058	17402	11042
3059	17411	11038
3060	17418	11034
3061	17421	11026
3062	17425	11019
3063	17428	11012
3064	17431	11004
3065	17438	11000
3066	17448	10996
3067	17451	10989
3068	17454	10982
3069	17457	10974
3070	17461	10968
3071	17470	10964
3072	17477	10959
3073	17482	10953
3074	17492	10950
3075	17506	10950
3076	17514	10945
3077	17518	10939
3078	17522	10932
3079	17526	10925
3080	17533	10920
3081	17536	10913
3082	17538	10905
3083	17541	10898
3084	17544	10890
3085	17546	10882
3086	17551	10876
3087	17562	10874
3088	17572	10870
3089	17574	10863
3090	17577	10855
3091	17580	10848
3092	17586	10842
3093	17589	10835
3094	17592	10828
3095	17602	10825
3096	17605	10818
3097	17607	10810
3098	17611	10803
3099	17616	10796
3100	17617	10788
3101	17620	10781
3102	17626	10775
3103	17629	10768
3104	17632	10761
3105	17634	10753
3106	17638	10746
3107	17651	10745
3108	17662	10742
3109	17665	10735
3110	17670	10729
3111	17676	10723
3112	17682	10718
3113	17694	10716
3114	17700	10711
3115	17705	10705
3116	17709	10698
3117	17713	10692
3118	17717	10684
3119	17720	10677
3120	17724	10671
3121	17727	10664
3122	17732	10657
3123	17735	10650
3124	17746	10648
3125	17753	10643
3126	17756	10635
3127	17758	10628
3128	17761	10620
3129	17764	10613
3130	17771	10608
3131	17779	10603
3132	17782	10596
3133	17785	10589
3134	17789	10582
3135	17789	10574
3136	17792	10566
3137	17795	10559
3138	17800	10553
3139	17805	10547
3140	17812	10542
3141	17816	10535
3142	17819	10528
3143	17824	10522
3144	17835	10519
3145	17841	10514
3146	17849	10509
3147	17854	10503
3148	17859	10498
3149	17864	10492
3150	17868	10485
3151	17876	10480
3152	17881	10474
3153	17884	10467
3154	17890	10461
3155	17896	10456
3156	17904	10452
3157	17907	10445
3158	17910	10437
3159	17912	10430
3160	17915	10423
3161	17923	10418
3162	17930	10413
3163	17937	10408
3164	17939	10401
3165	17942	10393
3166	17945	10386
3167	17962	10387
3168	17966	10380
3169	17969	10373
3170	17973	10366
3171	17978	10360
3172	17983	10354
3173	17986	10347
3174	17995	10343
3175	18004	10340
3176	18020	10340
3177	18027	10335
3178	18030	10328
3179	18041	10325
3180	18043	10317
3181	18044	10309
3182	18052	10305
3183	18056	10298
3184	18061	10292
3185	18065	10285
3186	18072	10281
3187	18076	10274
3188	18083	10269
3189	18087	10262
3190	18089	10255
3191	18092	10247
3192	18094	10240
3193	18101	10235
3194	18110	10231
3195	18116	10225
3196	18119	10218
3197	18121	10211
3198	18125	10204
3199	18128	10197
3200	18135	10192
3201	18140	10186
3202	18143	10179
3203	18146	10172
3204	18149	10164
3205	18156	10160
3206	18159	10152
3207	18168	10148
3208	18174	10143
3209	18177	10136
3210	18180	10129
3211	18183	10122
3212	18187	10115
3213	18194	10110
3214	18197	10103
3215	18200	10096
3216	18205	10090
3217	18214	10086
3218	18217	10079
3219	18220	10072
3220	18242	10075
3221	18246	10069
3222	18249	10061
3223	18258	10057
3224	18263	10051
3225	18270	10046
