iter	RMSE
1242	15.47285874
1243	15.47285874
1244	15.47285874
1245	15.47285637
1246	15.47285635
1247	15.47285632
1248	15.47285627
1249	15.47285625
1250	15.47285625
1251	15.47285623
1252	15.47285598
1253	15.47285593
1254	15.47285591
1255	15.47285591
1256	15.47285582
1257	15.47285581
1258	15.47285581
1259	15.4728558
1260	15.4728558
1261	15.4728558
1262	15.47285579
1263	15.47285578
1264	15.47285577
1265	15.47285577
1266	15.47285576
1267	15.47285575
1268	15.47285572
1269	15.47285572
1270	15.47285572
1271	15.4728557
1272	15.47285569
1273	15.47285569
1274	15.47285568
1275	15.47285568
1276	15.47285568
1277	15.47285568
1278	15.47285568
1279	15.47285568
1280	15.47285567
1281	15.47285567
1282	15.47285567
1283	15.47285567
1284	15.47285567
1285	15.47285567
1286	15.47285567
1287	15.47285567
1288	15.47285567
1289	15.47285567
1290	15.47285567
1291	15.47285567
1292	15.47285567
1293	15.47285567
1294	15.47285567
1295	15.47285567
1296	15.47285566
1297	15.47285563
1298	15.47285563
1299	15.47285563
1300	15.47285562
1301	15.47285562
1302	15.47285561
1303	15.47285561
1304	15.47285561
1305	15.47285561
1306	15.4728556
1307	15.4728556
1308	15.4728556
1309	15.4728556
1310	15.4728556
1311	15.4728556
1312	15.4728556
1313	15.47285542
1314	15.47285542
1315	15.47285541
1316	15.4728554
1317	15.4728554
1318	15.4728554
1319	15.47285539
1320	15.47285539
1321	15.47285539
1322	15.47285537
1323	15.47285536
1324	15.47285536
1325	15.47285534
1326	15.47285533
1327	15.47285533
1328	15.47285533
1329	15.47285532
1330	15.47285532
1331	15.47285532
1332	15.47285532
1333	15.47285532
1334	15.47285532
1335	15.47285532
1336	15.47285532
1337	15.47285532
1338	15.47285532
1339	15.47285531
1340	15.47285531
1341	15.47285531
1342	15.47285531
1343	15.47285531
1344	15.47285531
1345	15.47285531
1346	15.47285531
1347	15.47285531
1348	15.47285531
1349	15.47285531
1350	15.47285531
1351	15.47285531
1352	15.47285531
1353	15.4728553
1354	15.4728553
1355	15.4728553
1356	15.4728553
1357	15.4728553
1358	15.4728553
1359	15.4728553
1360	15.4728553
1361	15.4728553
1362	15.47285501
1363	15.47285501
1364	15.472855
1365	15.472855
1366	15.472855
1367	15.472855
1368	15.472855
1369	15.472855
1370	15.472855
1371	15.47285499
1372	15.47285499
1373	15.47285499
1374	15.47285466
1375	15.47285464
1376	15.47285464
1377	15.47285463
1378	15.47285462
1379	15.47285462
1380	15.47285462
1381	15.47285443
1382	15.47285443
1383	15.47285442
1384	15.47285442
1385	15.47285442
1386	15.47285441
1387	15.47285419
1388	15.47285416
1389	15.47285414
1390	15.47285414
1391	15.47285414
1392	15.47285412
1393	15.47285412
1394	15.47285411
1395	15.47285411
1396	15.4728541
1397	15.4728541
1398	15.47285409
1399	15.47285409
1400	15.47285409
1401	15.47285409
1402	15.47285409
1403	15.47285409
1404	15.47285409
1405	15.47285409
1406	15.47285409
1407	15.47285409
1408	15.47285409
1409	15.47285409
1410	15.47285409
1411	15.47285409
1412	15.47285408
1413	15.47285408
1414	15.47285408
1415	15.47285408
1416	15.47285408
1417	15.47285408
1418	15.47285408
1419	15.47285408
1420	15.47285408
1421	15.47285408
1422	15.47285408
1423	15.47285408
1424	15.47285408
1425	15.47285408
1426	15.47285408
1427	15.47285408
1428	15.47285408
1429	15.47285408
1430	15.47285408
1431	15.47285408
1432	15.47285408
1433	15.47285408
1434	15.47285408
1435	15.47285408
1436	15.47285408
1437	15.47285408
1438	15.47285408
1439	15.47285408
1440	15.47285408
1441	15.47285408
1442	15.47285407
1443	15.47285407
1444	15.47285407
1445	15.47285407
1446	15.47285405
1447	15.47285405
1448	15.47285405
1449	15.47285405
1450	15.47285405
1451	15.47285405
1452	15.47285404
1453	15.47285404
1454	15.47285404
1455	15.47285404
1456	15.47285404
1457	15.47285404
1458	15.47285404
1459	15.47285404
1460	15.47285404
1461	15.47285404
1462	15.47285404
1463	15.47285404
1464	15.47285404
1465	15.47285404
1466	15.47285404
1467	15.47285404
1468	15.47285404
1469	15.47285404
1470	15.47285404
1471	15.47285404
1472	15.47285404
1473	15.47285404
1474	15.47285404
1475	15.47285385
1476	15.47285385
1477	15.47285385
1478	15.47285385
1479	15.47285384
1480	15.47285384
1481	15.47285384
1482	15.47285384
1483	15.47285384
1484	15.47285384
1485	15.47285384
1486	15.47285384
1487	15.47285384
1488	15.47285384
1489	15.47285384
1490	15.47285384
1491	15.47285383
1492	15.47285383
1493	15.47285383
1494	15.47285383
1495	15.47285383
1496	15.47285383
1497	15.47285383
1498	15.47285383
1499	15.47285383
1500	15.47285383
1501	15.47285383
1502	15.47285383
1503	15.47285383
1504	15.47285383
1505	15.47285383
1506	15.47285383
1507	15.47285383
1508	15.47285383
1509	15.47285383
1510	15.47285383
1511	15.47285383
1512	15.47285383
1513	15.47285383
1514	15.47285383
1515	15.47285382
1516	15.47285382
1517	15.47285382
1518	15.47285382
1519	15.47285382
1520	15.47285382
1521	15.47285382
1522	15.47285382
1523	15.47285382
1524	15.47285382
1525	15.47285382
1526	15.47285382
1527	15.47285382
1528	15.47285382
1529	15.47285382
1530	15.47285382
1531	15.47285382
1532	15.47285382
1533	15.47285382
1534	15.47285382
1535	15.47285382
1536	15.47285382
1537	15.47285382
1538	15.47285382
1539	15.47285382
1540	15.47285382
1541	15.47285382
1542	15.47285382
1543	15.47285382
1544	15.47285382
1545	15.47285382
1546	15.47285382
1547	15.47285382
1548	15.47285382
1549	15.47285382
1550	15.47285382
1551	15.47285382
1552	15.47285382
1553	15.47285382
1554	15.47285373
1555	15.47285373
1556	15.47285373
1557	15.47285372
1558	15.47285372
1559	15.47285372
1560	15.47285372
1561	15.47285372
1562	15.47285372
1563	15.47285372
1564	15.47285372
1565	15.47285372
1566	15.47285372
1567	15.47285372
1568	15.47285372
1569	15.47285372
1570	15.47285372
1571	15.47285372
1572	15.47285372
1573	15.47285372
1574	15.47285371
1575	15.47285371
1576	15.47285371
1577	15.47285371
1578	15.47285371
1579	15.47285371
1580	15.47285371
1581	15.47285371
1582	15.47285371
1583	15.47285371
1584	15.47285371
1585	15.47285371
1586	15.47285371
1587	15.47285371
1588	15.47285371
1589	15.47285142
1590	15.47285141
1591	15.47285141
1592	15.4728514
1593	15.47285136
1594	15.47285136
1595	15.47285136
1596	15.47285136
1597	15.47285136
1598	15.47285136
1599	15.47285136
1600	15.47285136
1601	15.47285136
1602	15.47285136
1603	15.47285136
1604	15.47285136
1605	15.47285135
1606	15.47285135
1607	15.47285135
1608	15.47285135
1609	15.47285135
1610	15.47285135
1611	15.47285135
1612	15.47285135
1613	15.47285135
1614	15.47285135
1615	15.47285134
1616	15.47285133
1617	15.47285133
1618	15.47285133
1619	15.47285131
1620	15.47285131
1621	15.47285131
1622	15.47285131
1623	15.47285131
1624	15.4728513
1625	15.4728513
1626	15.4728513
1627	15.4728513
1628	15.4728513
1629	15.4728513
1630	15.4728513
1631	15.4728513
1632	15.4728513
1633	15.4728513
1634	15.4728513
1635	15.4728513
1636	15.4728513
1637	15.47285129
1638	15.47285129
1639	15.47285129
1640	15.47285129
1641	15.47285129
1642	15.47285129
1643	15.47285129
1644	15.47285129
1645	15.47285129
1646	15.47285129
1647	15.47285127
1648	15.47285127
1649	15.47285126
1650	15.47285126
1651	15.47285126
1652	15.47285126
1653	15.47285126
1654	15.47285126
1655	15.47285126
1656	15.47285126
1657	15.47285126
1658	15.47285126
1659	15.47285126
1660	15.47285126
1661	15.47285126
1662	15.47285126
1663	15.47285126
1664	15.47285126
1665	15.47285126
